filePath,country,breedName,health,finalSkill,veterancy,healthRegen,staminaRegen,speed,inventory,tankSkill,vehicleSkill,cannonSkill,tankGunSkill,pistolSkill,smgSkill,mgunSkill,rifleSkill,rocketLskill,melee,commandPower,score,captureWeight,newMp,newCp
./resource/gamelogic/set/breed/mp\ger_ss\pzgren_stg.set,ger_ss,pzgren_stg,0.2,vet_5,lvl1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.004,0.003,4,0.004,0.00125,0.00125,0.00125,42.72,0.42719999999999997
./resource/gamelogic/set/breed/mp\ger_ss\saper.set,ger_ss,saper,0.15,saper,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""mine_detector""', '""dynamite_ladung"" 2', '""hohlladung grenade""', '""trench_spade""']",0.00085,0.001,0.0009,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.36500000000001,0.37365000000000004
./resource/gamelogic/set/breed/mp\ger_ss\sniper.set,ger_ss,sniper,0.35,sniper,1,0.1,0.1,0.001,"['""mauzer_s"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.006,2,0.004,0.005,0.008,0.002,58.755,0.58755
./resource/gamelogic/set/breed/mp\ger_ss\sniper2.set,ger_ss,sniper2,0.35,sniper,1,0.1,0.1,0.001,"['""mauzer_s_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mauser_clip fg"" 20', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.00085,0.001,0.0009,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.005,0.008,0.002,60.37500000000002,0.60375
./resource/gamelogic/set/breed/mp\ger_ss\sniper2_early.set,ger_ss,sniper2_early,0.35,sniper,1,0.1,0.1,0.001,"['""mauzer_s_vet"" filled', '""ammo mauser_clip"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.00085,0.001,0.0009,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.005,0.008,0.002,60.37500000000002,0.60375
./resource/gamelogic/set/breed/mp\ger_ss\sniper3.set,ger_ss,sniper3,0.35,sniper,1,0.1,0.1,0.001,"['""g43_scope"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 60', '""bandage"" 5', '""smoke_paradrop_ammo grenade"" 1', '""plant"" 3', '""knife_ger""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.006,2,0.004,0.005,0.008,0.002,58.755,0.58755
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_mg.set,ger_ss,ssvt_mg,0.1,vet_2,1,0.1,0.1,0.0009,"['""zb30"" filled', '""ammo zb30_mag"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.002,0.001,1,0.002,0.0005,0.0005,0.0005,31.295,0.31295000000000006
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_mg_asst.set,ger_ss,ssvt_mg_asst,0.1,vet_2,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""ammo zb30_mag"" 280']",0.00075,0.001,0.0008,0.0,0.002,0.001,0.002,0.001,1,0.002,0.0005,0.0005,0.0005,31.295,0.31295000000000006
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_pzfst.set,ger_ss,ssvt_pzfst,0.1,vet_2,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2', '""panzerfaust_30 weapon"" filled']",0.00075,0.001,0.0008,0.0,0.001,0.001,0.001,0.002,2,0.002,0.0005,0.0005,0.0005,31.195000000000004,0.31195000000000006
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_rifle.set,ger_ss,ssvt_rifle,0.1,vet_2,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2']",0.00075,0.001,0.0008,0.0,0.001,0.001,0.001,0.002,1,0.002,0.0005,0.0005,0.0005,31.195000000000004,0.31195000000000006
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_sl.set,ger_ss,ssvt_sl,0.15,vet_2,1,0.1,0.1,0.0009,"['""mp41"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""smoke grenade"" 2']",0.00075,0.001,0.0008,0.0,0.002,0.003,0.002,0.002,2,0.002,0.0005,0.0005,0.0005,36.595000000000006,0.36595
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_sl_asst.set,ger_ss,ssvt_sl_asst,0.15,vet_2,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24"" 2']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.003,2,0.002,0.0005,0.0005,0.0005,36.495000000000005,0.36495
./resource/gamelogic/set/breed/mp\ger_ss\ssvt_smg.set,ger_ss,ssvt_smg,0.1,vet_2,1,0.1,0.1,0.0009,"['""mp41"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2']",0.00075,0.001,0.0008,0.0,0.002,0.002,0.001,0.001,1,0.002,0.0005,0.0005,0.0005,31.295,0.31295000000000006
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_mg.set,ger_ss,sturmgren_mg,0.2,vet_5,1,0.1,0.1,0.0009,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""barrel_case""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.005,0.003,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_mg_asst.set,ger_ss,sturmgren_mg_asst,0.2,vet_5,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""ammo mg_mauser belt"" 600', '""bandage"" 3', '""grenade m24"" 2']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.005,0.003,4,0.004,0.00125,0.00125,0.00125,42.82,0.42819999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_sa.set,ger_ss,sturmgren_sa,0.2,vet_5,1,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.005,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_sa_scope.set,ger_ss,sturmgren_sa_scope,0.2,vet_5,1,0.1,0.1,0.0009,"['""g43_scope"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2', '""panzerfaust_60 weapon"" 0.5 0.5 filled']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.003,0.005,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_sl.set,ger_ss,sturmgren_sl,0.2,vet_5,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.003,0.003,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_sl_asst.set,ger_ss,sturmgren_sl_asst,0.2,vet_4,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2', '""panzerfaust_60 weapon"" 0.5 0.5 filled', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.003,0.003,4,0.004,0.001,0.001,0.001,42.545,0.42545000000000005
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_smg.set,ger_ss,sturmgren_smg,0.2,vet_5,1,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.003,0.003,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_stg.set,ger_ss,sturmgren_stg,0.2,vet_5,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2', '""panzerfaust_60 weapon"" 0 1 filled', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.003,0.003,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmgren_stg_pzf.set,ger_ss,sturmgren_stg_pzf,0.2,vet_5,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" -1 2', '""panzerfaust_60 weapon"" 1 filled']",0.00075,0.001,0.0008,0.0,0.004,0.005,0.003,0.003,4,0.004,0.00125,0.00125,0.00125,42.62,0.42619999999999997
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio1.set,ger_ss,sturmpio1,0.15,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""mine s_mine"" 14', '""sandbag_kit"" 2', '""grenade m24"" 2', '""panzerfaust_60 weapon"" filled', '""dynamite_ladung"" 2', '""smoke grenade"" 1', '""hohlladung grenade""', '""smoke grenade"" 1', '""ammo panzershreck"" 3', '""sandbag_kit"" 3', '""dynamite_ladung"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,4,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio2.set,ger_ss,sturmpio2,0.15,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""hedgehog_kit"" 1', '""dynamite_ladung"" 2', '""trench_spade""', '""mine antitank"" 2', '""grenade m24"" 2', '""mine antitank"" 2', '""dynamite_ladung"" 4', '""hohlladung grenade""', '""hedgehog_kit"" 1', '""trench_spade""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.002,0.004,2,0.004,0.001,0.001,0.001,37.36500000000001,0.37365000000000004
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio3.set,ger_ss,sturmpio3,0.15,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""mine antitank"" 4', '""grenade m24"" 2', '""mine_detector""', '""dynamite_ladung"" 2', '""mine s_mine"" 20', '""mine_detector""', '""trench_spade"" 1']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.002,0.004,2,0.004,0.001,0.001,0.001,37.36500000000001,0.37365000000000004
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio4.set,ger_ss,sturmpio4,0.15,vet_4,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""mine antitank"" 3', '""sandbag_kit"" 1', '""mine s_mine"" 6', '""trench_spade"" 1', '""dynamite_ladung"" 1', '""mine antitank"" 1', '""grenade m24"" 2', '""trench_spade"" 1', '""sandbag_kit"" 3', '""hedgehog_kit"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio_at.set,ger_ss,sturmpio_at,0.15,vet_4,1,0.1,0.1,0.0009,"['""weapon panzershreck"" filled', '""bandage"" 3', '""hohlladung grenade""', '""ammo panzershreck"" 5', '""valter"" filled', '""ammo walther_mag"" 16', '""sandbag_kit""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.002,0.004,4,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio_flamer.set,ger_ss,sturmpio_flamer,0.15,vet_4,1,0.1,0.1,0.0009,"['""flame_thrower_g""', '""balloon_g"" filled', '""bandage"" 3']",0.00075,0.001,0.0008,0.0,0.004,0.004,0.002,0.003,2,0.004,0.001,0.001,0.001,37.345000000000006,0.37345
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio_mg.set,ger_ss,sturmpio_mg,0.15,vet_4,1,0.1,0.1,0.0009,"['""mg42_inf"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 3', '""sandbag_kit"" 2', '""barrel_case""']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.004,0.003,2,0.004,0.001,0.001,0.001,37.445,0.37445
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio_mg_asst.set,ger_ss,sturmpio_mg_asst,0.15,vet_4,1,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""grenade m24"" 2', '""bandage"" 3', '""trench_spade"" 1', '""smoke grenade"" 1']",0.00075,0.001,0.0008,0.0,0.004,0.003,0.004,0.004,2,0.004,0.001,0.001,0.001,37.545,0.37545
./resource/gamelogic/set/breed/mp\ger_ss\sturmpio_sl.set,ger_ss,sturmpio_sl,0.2,vet_5,1,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 3', '""grenade m24"" 2', '""grenade m24x5"" 1', '""smoke grenade"" 2', '""hohlladung grenade""', '""sandbag_kit"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.005,0.003,0.004,2,0.005,0.00125,0.00125,0.00125,42.84,0.4284
./resource/gamelogic/set/breed/mp\ger_ss\tankman.set,ger_ss,tankman,0.1,tankman,tankcrew,0.1,0.1,0.0008,"['""valter"" filled', '""ammo walther_mag"" 32']",0.0011,0.0011,0.0010500000000000002,0.003,0.005,0.004,0.003,0.003,1,0.005,0.00025,0.0012,0.00025,32.87499999999999,0.32875
./resource/gamelogic/set/breed/mp\ger_ss\tankman2.set,ger_ss,tankman2,0.15,tankman2,tankcrew,0.1,0.1,0.0008,"['""mp40"" filled', '""ammo mp40_mag"" 96']",0.00115,0.00115,0.0011,0.005,0.005,0.005,0.005,0.003,1,0.005,0.0005,0.0022,0.0005,38.53999999999999,0.38539999999999996
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_mg.set,ger_ss,tk_pzgren_mg,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mg42_inf_250"" filled', '""ammo mg_mauser belt"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""sandbag_kit""', '""barrel_case""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.005,0.005,4,0.004,0.0015,0.0015,0.0015,42.915,0.4291500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_mg_39.set,ger_ss,tk_pzgren_mg_39,0.2,vet_6,1_lvl2,0.1,0.1,0.0009,"['""mg34"" filled', '""ammo mg_mauser drum"" 300', '""valter"" filled', '""ammo walther_mag"" 16', '""bandage"" 5', '""sandbag_kit""', '""barrel_case""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.005,0.005,4,0.004,0.0015,0.0015,0.0015,42.915,0.4291500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_mg_asst.set,ger_ss,tk_pzgren_mg_asst,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser belt"" 600', '""bandage"" 5', '""grenade m24"" 2', '""sandbag_kit""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.005,0.005,4,0.004,0.0015,0.0015,0.0015,42.915,0.4291500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_pzfst.set,ger_ss,tk_pzgren_pzfst,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""m24x5 grenade""', '""sandbag_kit""', '""panzerfaust weapon"" filled']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,5,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_pzfst60_sa.set,ger_ss,tk_pzgren_pzfst60_sa,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""m24x5 grenade""', '""sandbag_kit""', '""panzerfaust_60 weapon"" filled']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,5,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_pzfst_stg.set,ger_ss,tk_pzgren_pzfst_stg,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade""', '""panzerfaust weapon"" filled']",0.00085,0.001,0.0009,0.0,0.004,0.005,0.003,0.003,5,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_rifle.set,ger_ss,tk_pzgren_rifle,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mauzer_vet"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""m24x5 grenade""', '""sandbag_kit""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_sa.set,ger_ss,tk_pzgren_sa,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""g43"" filling ""ammo g43_mag"" 10', '""ammo g43_mag"" 20', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""smoke grenade"" 1', '""m24x5 grenade""', '""sandbag_kit""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_sa_41.set,ger_ss,tk_pzgren_sa_41,0.2,vet_6,1_lvl2,0.1,0.1,0.0009,"['""g41"" filled', '""ammo mauser_clip"" 80', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""smoke grenade"" 1', '""m24x5 grenade""', '""sandbag_kit""']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_sl.set,ger_ss,tk_pzgren_sl,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.005,0.003,0.003,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_sl_asst.set,ger_ss,tk_pzgren_sl_asst,0.2,vet_6,lvl3,0.1,0.1,0.0009,"['""mauzer_s"" filled', '""ammo mauser_clip"" 60', '""ammo mg_mauser drum"" 50', '""bandage"" 5', '""grenade m24"" 2', '""smoke grenade"" 2']",0.00085,0.001,0.0009,0.0,0.004,0.003,0.003,0.005,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_smg.set,ger_ss,tk_pzgren_smg,0.2,vet_6,1_lvl2,0.1,0.1,0.0009,"['""mp40"" filled', '""ammo mp40_mag"" 192', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade""']",0.00085,0.001,0.0009,0.0,0.004,0.005,0.003,0.003,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\tk_pzgren_stg.set,ger_ss,tk_pzgren_stg,0.2,vet_6,1_lvl2,0.1,0.1,0.0009,"['""sg44"" filled', '""ammo stg44_mag"" 180', '""bandage"" 5', '""grenade m24"" 2', '""grenade m24x5""', '""smoke grenade""']",0.00085,0.001,0.0009,0.0,0.004,0.005,0.003,0.003,4,0.004,0.0015,0.0015,0.0015,42.714999999999996,0.4271500000000001
./resource/gamelogic/set/breed/mp\ger_ss\vehicle_supporter.set,ger_ss,vehicle_supporter,0.15,vehicle_supporter,tankcrew,0.1,0.1,0.0009,"['""mauzer"" filled', '""ammo mauser_clip"" 60', '""bandage"" 3', '""grenade m24""']",0.00085,0.0010500000000000002,0.0010500000000000002,0.004,0.003,0.003,0.005,0.003,2,0.004,0.0005,0.002,0.00025,37.859999999999985,0.3786
./resource/gamelogic/set/breed/mp\ger_ss\vet_tankman.set,ger_ss,vet_tankman,0.1,tankman,tankcrew,0.1,0.1,0.0008,"['""valter"" filled', '""ammo walther_mag"" 32']",0.0011,0.0011,0.0010500000000000002,0.005,0.005,0.004,0.005,0.003,1,0.005,0.00025,0.0012,0.00025,33.274999999999984,0.33275
./resource/gamelogic/set/breed/mp\ger_ss\vet_tankman2.set,ger_ss,vet_tankman2,0.15,tankman2,tankcrew,0.1,0.1,0.0008,"['""mp40"" filled', '""ammo mp40_mag"" 96']",0.00115,0.00115,0.0011,0.006999999999999999,0.005,0.005,0.006,0.003,1,0.005,0.0005,0.0022,0.0005,38.839999999999996,0.38839999999999997
./resource/gamelogic/set/breed/mp\jap\ap_miner.set,jap,ap_miner,0.15,ap_miner,,0.1,0.1,0.0009,"['""type100smg"" filled', '""ammo type100_mag"" 180', '""mine antipersonnel"" 32', '""barbwire_kit""', '""bandage"" 5']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.001,1,0.002,0.001,0.001,0.001,36.47000000000002,0.3647
./resource/gamelogic/set/breed/mp\jap\at_miner.set,jap,at_miner,0.15,at_miner,,0.1,0.1,0.0009,"['""type100smg"" filled', '""ammo type100_mag"" 180', '""mine antitank"" 8', '""hedgehog_kit""', '""bandage"" 5']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.001,1,0.002,0.001,0.001,0.001,36.47000000000002,0.3647
./resource/gamelogic/set/breed/mp\jap\at_rifle.set,jap,at_rifle,0.15,at_rifle,1,0.1,0.1,0.0009,"['""type_97_antitank"" filled', '""type100smg"" filled', '""ammo type100_mag"" 180', '""bandage"" 3', '""grenade type3at_a"" 1', '""ammo ptr"" 25']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.003,1,0.002,0.001,0.0015,0.001,36.72000000000001,0.3672
./resource/gamelogic/set/breed/mp\jap\at_rifle2.set,jap,at_rifle2,0.15,at_rifle,1,0.1,0.1,0.0009,"['""type100smg"" filled', '""ammo type100_mag"" 180', '""bandage"" 3', '""grenade type97"" 2', '""grenade type3at_a"" 1', '""ammo ptr"" 10']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.003,1,0.002,0.001,0.0015,0.001,36.72000000000001,0.3672
./resource/gamelogic/set/breed/mp\jap\bazooker.set,jap,bazooker,0.15,bazooker,1,0.1,0.1,0.0009,"['""weapon weapon type_4at"" filled', '""type100smg"" filled', '""ammo type100_mag"" 180', '""bandage"" 3', '""grenade type3at_a"" 1', '""ammo type_4"" 7']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.001,3,0.002,0.001,0.0015,0.001,36.52000000000002,0.3652
./resource/gamelogic/set/breed/mp\jap\bazooker2.set,jap,bazooker2,0.15,bazooker,1,0.1,0.1,0.0009,"['""type100smg"" filled', '""ammo type100_mag"" 180', '""bandage"" 3', '""grenade type97"" 2', '""grenade type3at_a"" 1', '""ammo type_4"" 3']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.001,3,0.002,0.001,0.0015,0.001,36.52000000000002,0.3652
./resource/gamelogic/set/breed/mp\jap\bazooker3.set,jap,bazooker3,0.15,bazooker,1,0.1,0.1,0.0009,"['""type99rifle_at"" filled', '""ammo rifle_grenade_at"" 25', '""bandage"" 3', '""grenade type97"" 2', '""grenade type3at_a"" 1']",0.0008,0.001,0.001,0.0,0.002,0.002,0.001,0.003,3,0.002,0.001,0.0015,0.001,36.72000000000001,0.3672
./resource/gamelogic/set/breed/mp\jap\charger_rifle.set,jap,charger_rifle,0.25,vet_1,1,0.1,0.125,0.00095,"['""type38rifle_bayonet"" filled', '""ammo arisaka6-5_clip"" 60', '""bandage"" 5', '""grenade type99"" 1', '""grenade type3at_a"" 1', '""knife_japan"" 1']",0.0009,0.001,0.001,0.0,0.001,0.001,0.001,0.001,1,0.004,0.00025,0.00025,0.00025,48.760000000000005,0.4875999999999999
./resource/gamelogic/set/breed/mp\jap\charger_smg.set,jap,charger_smg,0.25,vet_1,1,0.1,0.125,0.00095,"['""type100smg_bayonet"" filled', '""ammo type100_mag"" 180', '""bandage"" 5', '""grenade type99"" 1', '""grenade type3at_a"" 1', '""knife_japan"" 1']",0.0009,0.001,0.001,0.0,0.001,0.001,0.001,0.001,1,0.004,0.00025,0.00025,0.00025,48.760000000000005,0.4875999999999999
./resource/gamelogic/set/breed/mp\jap\charger_smg2.set,jap,charger_smg2,0.25,vet_1,1,0.1,0.125,0.00095,"['""type100_44_bayonet"" filled', '""ammo type100_mag"" 180', '""bandage"" 5', '""grenade type99"" 1', '""grenade type3at_a"" 1', '""knife_japan"" 1']",0.0009,0.001,0.001,0.0,0.001,0.001,0.001,0.001,1,0.004,0.00025,0.00025,0.00025,48.760000000000005,0.4875999999999999
./resource/gamelogic/set/breed/mp\jap\elite.set,jap,elite,0.4,vet_4,elite,0.1,0.1,0.0009,"['""type2rifle"" filled', '""ammo arisaka7-7_clip"" 100', '""bandage"" 5', '""grenade type97"" 2', '""grenade type3at_a"" 1', '""smoke grenade"" 1', '""plant"" 1']",0.0009,0.001,0.001,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,7,0.006999999999999999,0.001,0.001,0.001,64.18000000000002,0.6418
