country,buyName,commandPower,score,captureWeight,cooldown,mp,unlockTime,group,types,c1,c2,c3,c4,c5,c6,c7,c8,c9,newSquadMp,newSquadCp
rus,tankmans,1.5,7.0,1.5,1,165.0,2.0,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.59999999999997,1.6560000000000001
rus,elite_tankmans,0.5,2.2,0.5,0,37.0,0.0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],37.94999999999998,0.37949999999999995
rus,riflemans2,0.75,0.75,0.75,0,36.0,0.0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.99500000000002,0.36994999999999995
rus,rifle_sa,0.75,0.75,0.75,0,36.0,0.0,soldier_sa,squad_with1types,"['rifle_sa', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.47000000000002,0.3646999999999999
rus,smgs2,0.75,0.75,0.75,0,36.0,0.0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.89500000000002,0.36894999999999994
rus,at_rifles,2.0,3.0,2.0,0,74.0,0.0,soldier_4,i_seq_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.04000000000002,0.7404000000000001
rus,at_riflesv2,2.0,3.0,2.0,0,74.0,0.0,soldier_4,i_seq_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.04000000000002,0.7404000000000001
rus,bazookers,2.0,3.0,2.0,0,73.0,0.0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.84000000000002,0.7384000000000001
rus,mgs2,1.5,1.5,1.5,0,74.0,0.0,soldier_6,squad_with2types,"['mgun', '1']","['mgun_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.19000000000003,0.7418999999999999
rus,elite3,3.0,3.0,3.0,1,176.0,0.0,squad_4,squad_with2types,"['elite3', '1']","['elite', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],176.04000000000008,1.7604
rus,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
rus,snipers,10.0,16.0,4.0,1,117.0,1.0,soldier_9,squad_with1types,"['sniper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],117.6,1.176
rus,snipers3,10.0,16.0,4.0,1,117.0,1.0,soldier_9,squad_with1types,"['sniper3', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],117.51,1.1751
rus,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
rus,snipers_d,5.0,8.0,2.0,0,58.0,0.0,soldier_12,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
rus,radioman_mortar,5.0,20.0,1.0,0,39.0,0.0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],39.645,0.39645
rus_guard,recons,4.5,4.5,4.5,2,226.0,0.0,rus_guard,squad_with4types,"['recon_sl', '1']","['recon_smg2', '1']","['recon_smg', '3']","['recon_rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],226.4200000000001,2.2641999999999998
rus_guard,sapper_squad,6.5,6.5,6.5,2,292.0,0.0,squad_2,squad_with8types,"['sapper_sl', '1']","['sapper_smg', '1']","['sapper_smg2', '1']","['sapper_rifle1', '1']","['sapper_rifle2', '1']","['sapper_rifle3', '1']","['sapper_rifle4', '1']","['sapper_rifle5', '1']",['n/a'],292.47000000000014,2.9246999999999996
rus_guard,specialinf_smg,12.5,12.5,12.5,3,372.0,0.0,rus_guard,squad_with3types,"['guard_sl', '1']","['guard_smg', '6']","['guard_smg2', '3']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],372.7000000000001,3.7269999999999994
rus_guard,specialinf_rifle,13.75,13.75,13.75,4,409.0,0.0,rus_guard,squad_with6types,"['guard_sl', '1']","['guard_smg2', '1']","['guard_sa', '2']","['guard_mg', '1']","['guard_mg_asst', '1']","['guard_rifle', '5']",['n/a'],['n/a'],['n/a'],409.8400000000001,4.0984
rus_guard,specialinf,13.75,13.75,13.75,4,409.0,0.0,rus_guard,squad_with7types,"['guard_sl', '1']","['guard_smg', '1']","['guard_smg2', '2']","['guard_sa', '3']","['guard_mg', '1']","['guard_mg_asst', '1']","['guard_rifle', '2']",['n/a'],['n/a'],409.8400000000001,4.098399999999999
rus_guard,guards_shock_assault,16.5,16.5,16.5,4,464.0,0.0,rus_guard1,squad_with4types,"['guards_shock_sl_smg', '1']","['guards_shock_smg2', '4']","['guards_shock_smg3', '5']","['guards_shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],464.145,4.64145
rus_guard,guards_shock,16.5,16.5,16.5,4,464.0,0.0,rus_guard1,squad_with6types,"['guards_shock_sl', '1']","['guards_shock_smg3', '2']","['guards_shock_sa', '2']","['guards_shock_rifle', '2']","['guards_shock_mg', '2']","['guards_shock_mg_asst', '2']",['n/a'],['n/a'],['n/a'],464.94499999999994,4.649450000000001
rus_guard,elite_guards_smg,15.0,15.0,15.0,4,423.0,0.0,rus_guard2,squad_with3types,"['elite_guard_sl', '1']","['elite_guard_smg', '4']","['elite_guard_smg2', '5']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],423.45000000000005,4.234500000000001
rus_guard,elite_guards,16.5,16.5,16.5,4,465.0,0.0,rus_guard3,squad_with6types,"['elite_guard_sl', '1']","['elite_guard_smg2', '3']","['elite_guard_sa', '2']","['elite_guard_mg', '1']","['elite_guard_mg_asst', '1']","['elite_guard_rifle', '3']",['n/a'],['n/a'],['n/a'],465.6650000000001,4.656650000000001
rus_guard,elite_guards_shock_assault,19.25,19.25,19.25,5,519.0,0.0,rus_guard2,squad_with4types,"['elite_guards_shock_sl_smg', '1']","['elite_guards_shock_smg2', '4']","['elite_guards_shock_smg3', '5']","['elite_guards_shock_flame', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],519.9699999999999,5.199699999999998
rus_guard,elite_guards_shock,,,,5,520.0,0.0,rus_guard3,squad_with8types,"['elite_guards_shock_sl', '1']","['elite_guards_shock_smg3', '2']","['elite_guards_shock_sa', '2']","['elite_guards_shock_rifle', '2']","['elite_guards_shock_mg', '1']","['elite_guards_shock_mg_asst', '1']","['elite_guards_shock_mg2', '1']","['elite_guards_shock_mg2_asst', '1']",['n/a'],520.2449999999999,5.202449999999999
rus_guard,ap_miners,4.0,4.0,4.0,1,147.0,1.0,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.08000000000007,1.4708
rus_guard,at_miners,4.0,4.0,4.0,1,147.0,1.0,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.48000000000005,1.4748
rus_guard,sappers,2.0,2.0,2.0,0,73.0,0.0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
rus_guard,vehic_supporter,1.0,4.0,0.5,0,75.0,0.0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],75.13000000000001,0.7513
rus_guard,tankmans,1.5,7.0,1.5,1,165.0,2.0,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.59999999999997,1.6560000000000001
rus_guard,elite_tankmans,0.5,2.2,0.5,0,37.0,0.0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],37.94999999999998,0.37949999999999995
rus_guard,riflemans2,1.25,1.25,1.25,0,36.0,0.0,soldier_1,squad_with1types,"['guard_rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.74000000000001,0.36739999999999995
rus_guard,rifle_sa,1.25,1.25,1.25,0,36.0,0.0,soldier_sa,squad_with1types,"['guard_sa', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.74000000000001,0.36739999999999995
rus_guard,smg,1.25,1.25,1.25,0,36.0,0.0,soldier_2,squad_with1types,"['guard_smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.74000000000001,0.36739999999999995
rus_guard,smg2,1.25,1.25,1.25,0,36.0,0.0,soldier_2,squad_with1types,"['guard_smg2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.74000000000001,0.36739999999999995
rus_guard,at_rifles,2.0,3.0,2.0,0,74.0,0.0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],74.04000000000002,0.7404000000000001
rus_guard,bazookers,2.0,3.0,2.0,0,73.0,0.0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.84000000000002,0.7384000000000001
rus_guard,bazookers_piat,2.0,3.0,2.0,0,72.0,0.0,soldier_55,squad_with2types,"['bazooker_piat', '1']","['bazooker2_piat', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],72.99000000000004,0.7299
rus_guard,mgs2,2.5,2.5,2.5,0,73.0,0.0,soldier_6,squad_with2types,"['guard_mg', '1']","['guard_mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.88000000000001,0.7387999999999999
rus_guard,snipers,10.0,16.0,4.0,1,117.0,1.0,soldier_9,squad_with1types,"['sniper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],117.6,1.176
rus_guard,snipers3,10.0,16.0,4.0,1,117.0,1.0,soldier_9,squad_with1types,"['sniper3', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],117.51,1.1751
rus_guard,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
usa,smgs,9.25,9.25,9.25,4,446.0,0.0,squad_2,squad_with4types,"['armor_squadleader', '1']","['armor_rifle', '10']","['armor_rifle_grenadier', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],446.8350000000002,4.468349999999999
usa,riflemans,9.25,9.25,9.25,4,449.0,0.0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '7']","['rifle_grenadier', '1']","['mgun', '1']","['mgun_asst', '1']","['rifle_at', '1']",['n/a'],['n/a'],['n/a'],449.91500000000013,4.499149999999999
usa,riflemans_bar,9.5,10.0,9.5,4,450.0,0.0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '4']","['rifle_grenadier', '2']","['mgun', '2']","['mgun_asst', '2']","['bazooker', '1']",['n/a'],['n/a'],['n/a'],450.0400000000002,4.5004
usa,riflemans_assault,9.25,9.25,9.25,4,449.0,0.0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '5']","['rifle_grenadier', '3']","['mgun', '1']","['mgun_asst', '1']","['rifle_at', '1']",['n/a'],['n/a'],['n/a'],449.91500000000013,4.499149999999999
usa,mech_armor_rifles,7.75,7.75,7.75,3,373.0,72.0,squad_33,squad_with5types_vehicle,"['armor_rifle', '7']","['armor_squadleader', '1']","['armor_rifle_grenadier', '1']","['armor_mgun', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],373.39500000000015,3.7339499999999997
usa,engineers,9.25,9.25,9.25,4,447.0,0.0,squad_31,squad_with8types,"['engineer_squadleader', '1']","['engineer_grenadier', '2']","['engineer_at', '1']","['engineer_flamer', '1']","['engineer', '4']","['engineer2', '1']","['engineer3', '1']","['engineer4', '1']",['n/a'],447.0750000000002,4.47075
usa,specialinf,9.75,9.75,9.75,5,589.0,0.0,squad_6,squad_with6types,"['elite4_sgt', '1']","['elite5', '4']","['elite5_grenadier', '1']","['elite6', '3']","['elite6_asst', '3']","['marine_shotgun', '1']",['n/a'],['n/a'],['n/a'],589.675,5.89675
usa,elites,14.5,14.5,14.5,6,622.0,0.0,squad_5,squad_with9types,"['elite_sgt', '1']","['elite', '2']","['elitec', '1']","['eliteb', '3']","['elite_grenadier', '1']","['elite3', '1']","['elite3_asst', '1']","['elite3b', '1']","['elite3b_asst', '1']",622.8900000000002,6.2289
usa,elites_drop,14.5,14.5,14.5,6,622.0,0.0,squad_5,squad_with9types_vehicle,"['elite_sgt', '1']","['elite', '2']","['elitec', '1']","['eliteb', '3']","['elite_grenadier', '1']","['elite3', '1']","['elite3_asst', '1']","['elite3b', '1']","['elite3b_asst', '1']",622.8900000000002,6.2289
usa,elites_101st,21.0,21.0,21.0,7,769.0,0.0,squad_5,squad_with9types,"['elite_101st_para_sgt', '1']","['elite_101st_para', '1']","['elite_101st_parab', '2']","['elite_101st_para_grenadier', '1']","['elite_101st_para3', '2']","['elite_101st_para3_asst', '2']","['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para4', '1']",769.0200000000001,7.690200000000002
usa,elites_101st_drop,21.0,21.0,21.0,7,769.0,0.0,squad_5,squad_with9types_vehicle,"['elite_101st_para_sgt', '1']","['elite_101st_para', '1']","['elite_101st_parab', '2']","['elite_101st_para_grenadier', '1']","['elite_101st_para3', '2']","['elite_101st_para3_asst', '2']","['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para4', '1']",769.0200000000001,7.690200000000002
usa,paramarines,18.0,18.0,18.0,7,701.0,0.0,squad_5,squad_with8types,"['paramarine_sgt', '1']","['paramarine2', '1']","['paramarine', '1']","['paramarineb', '3']","['paramarine_grenadier', '1']","['paramarine3', '2']","['paramarine3_asst', '2']","['paramarine_boys', '1']",['n/a'],701.6200000000001,7.016199999999999
usa,paramarines_drop,,,,6,643.0,0.0,squad_5,squad_with7types_vehicle,"['paramarine_sgt', '1']","['paramarine2', '1']","['paramarine', '1']","['paramarineb', '3']","['paramarine_grenadier', '1']","['paramarine3', '2']","['paramarine3_asst', '2']","['paramarineb_boys_at', '1']",['n/a'],643.1850000000001,6.431849999999999
usa,stormtroopers,16.0,16.0,16.0,7,753.0,0.0,squad_5,squad_with8types,"['sturmovik_sgt', '1']","['sturmovik', '1']","['sturmovik2', '2']","['sturmovik2_asst', '2']","['sturmovik5', '1']","['sturmovik4', '2']","['sturmovik_grenadier', '1']","['sturmovik4b', '2']",['n/a'],753.06,7.5306
usa,stormtroopers_assault,16.25,16.25,16.25,7,747.0,0.0,squad_5,squad_with7types,"['sturmovik_sgt', '1']","['sturmovik1', '2']","['sturmovik2', '1']","['sturmovik4', '5']","['sturmovik_grenadier', '1']","['sturmovik6_mg', '1']","['sturmovik6b', '1']",['n/a'],['n/a'],747.1300000000001,7.4712999999999985
usa,stormtroopers_heavy,15.75,15.75,15.75,7,758.0,0.0,squad_5,squad_with8types,"['sturmovik_sgt', '1']","['sturmovik', '2']","['sturmovik2', '2']","['sturmovik5', '2']","['sturmovik4', '2']","['sturmovik_grenadier', '1']","['sturmovik4b', '1']","['sturmovik_sniper', '1']",['n/a'],758.69,7.586899999999998
usa,devils_brigade,18.0,18.0,18.0,7,706.0,7.0,squad_5,squad_with6types,"['devil_brigade_sl', '1']","['devil_brigade_demo', '3']","['devil_brigade_radio', '1']","['devil_brigade_grenadier', '2']","['devil_brigade_mg', '1']","['devil_brigade_rifle', '4']",['n/a'],['n/a'],['n/a'],706.0200000000001,7.060199999999998
,,0.0,0.0,0.0,380,,,squad_5,vb3,['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],0.0,0.0
usa,ap_miners,4.0,4.0,4.0,1,147.0,1.0,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.08000000000007,1.4708
usa,at_miners,4.0,4.0,4.0,1,147.0,1.0,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],147.48000000000005,1.4748
usa,sappers,2.0,2.0,2.0,0,73.0,0.0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
usa,vehic_supporter,1.0,4.0,0.5,0,75.0,0.0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],75.13000000000001,0.7513
usa,tankmans,1.5,7.0,1.5,1,165.0,2.0,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.59999999999997,1.6560000000000001
usa,elite_tankmans,0.5,2.2,0.5,0,37.0,0.0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],37.94999999999998,0.37949999999999995
usa,riflemans2,0.75,0.75,0.75,0,36.0,0.0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.99500000000002,0.36994999999999995
usa,rifle3,0.5,0.5,0.5,0,36.0,0.0,soldier_sa,squad_with1types,"['rifle3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.72,0.3672
usa,smgs2,0.75,0.75,0.75,0,36.0,0.0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.89500000000002,0.36894999999999994
usa,shotguns,1.0,1.0,1.0,0,42.0,0.0,soldier_4,squad_with1types,"['marine_shotgun', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],42.265,0.4226500000000001
usa,bazookers,2.0,3.0,2.0,0,73.0,0.0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.84000000000002,0.7384000000000001
usa,stormtrooper5,2.5,2.5,2.5,1,128.0,0.0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],128.53000000000003,1.2852999999999999
usa,stormtrooper_at,1.25,1.25,1.25,0,64.0,0.0,soldier_5,squad_with1types,"['sturmovik3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],64.26500000000001,0.6426499999999999
usa,mgs2,2.25,2.25,2.25,1,111.0,0.0,soldier_6,squad_with3types,"['mgun', '1']","['mgun_asst', '1']","['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],111.18500000000004,1.1118499999999998
usa,mg2,2.25,2.25,2.25,1,110.0,0.0,soldier_6,squad_with3types,"['mgun2', '1']","['mgun2_asst', '1']","['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],110.68500000000004,1.10685
usa,elite3,3.5,3.5,3.5,1,165.0,1.0,squad_4,squad_with3types,"['elite3', '1']","['elite3_asst', '1']","['eliteb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],165.27500000000003,1.65275
usa,elite6,2.5,2.5,2.5,1,184.0,1.0,squad_4,squad_with3types,"['elite6', '1']","['elite6_asst', '1']","['elite5', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],184.05499999999998,1.84055
usa,elite_101st_para3,5.25,5.25,5.25,1,192.0,1.0,squad_4,squad_with3types,"['elite_101st_para3', '1']","['elite_101st_para3_asst', '1']","['elite_101st_para', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],192.63000000000005,1.9263000000000003
usa,stormtrooper6,5.75,5.75,5.75,2,239.0,2.0,squad_4,squad_with3types,"['sturmovik6', '1']","['sturmovik2_asst', '1']","['sturmovik1', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],239.67000000000002,2.396699999999999
usa,elite3b,3.75,3.75,3.75,1,143.0,1.0,squad_4,squad_with3types,"['elite3b', '1']","['elite3b_asst', '1']","['eliteb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],143.72000000000003,1.4371999999999998
usa,paramarine3,6.0,6.0,6.0,2,233.0,2.0,squad_4,squad_with3types,"['paramarine3', '1']","['paramarine3_asst', '1']","['paramarineb', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],233.94,2.3393999999999995
usa,elite_101st_para3b,5.25,5.25,5.25,1,192.0,1.0,squad_4,squad_with3types,"['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],192.53000000000003,1.9253000000000002
usa,flamers,2.0,2.0,2.0,0,73.0,0.0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],73.74000000000002,0.7374
usa,snipers,5.0,8.0,2.0,0,58.0,0.0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],58.8,0.588
usa,officers,-10.0,20.0,10.0,0,49.0,0.0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],49.6,0.496
usa,radioman_mortar,5.0,20.0,1.0,0,39.0,0.0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],39.645,0.39645
usa,radioman_105,,,,0,36.0,0.0,radio_1,squad_with1types,"['radioman_105', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.94500000000001,0.36945
usa,radioman_155,,,,0,36.0,0.0,radio_1,squad_with1types,"['radioman_155', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],36.645,0.36645
usa,radioman_240,5.0,20.0,1.0,0,39.0,0.0,radio_1,squad_with1types,"['radioman_240', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],39.54500000000001,0.39545
