country,buyName,commandPower,score,captureWeight,cooldown,mp,unlockTime,group,types,c1,c2,c3,c4,c5,c6,c7,c8,c9
rus_guard,tankmans,1.5,7.0,1.5,1,165,2,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,elite_tankmans,0.5,2.2,0.5,0,37,0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,riflemans2,1.25,1.25,1.25,0,36,0,soldier_1,squad_with1types,"['guard_rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,rifle_sa,1.25,1.25,1.25,0,36,0,soldier_sa,squad_with1types,"['guard_sa', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,smg,1.25,1.25,1.25,0,36,0,soldier_2,squad_with1types,"['guard_smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,smg2,1.25,1.25,1.25,0,36,0,soldier_2,squad_with1types,"['guard_smg2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,at_rifles,2.0,3.0,2.0,0,74,0,soldier_4,squad_with2types,"['at_rifle', '1']","['at_rifle2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,bazookers,2.0,3.0,2.0,0,73,0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,bazookers_piat,2.0,3.0,2.0,0,72,0,soldier_55,squad_with2types,"['bazooker_piat', '1']","['bazooker2_piat', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,mgs2,2.5,2.5,2.5,0,73,0,soldier_6,squad_with2types,"['guard_mg', '1']","['guard_mg_asst', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,snipers,10.0,16.0,4.0,1,117,1,soldier_9,squad_with1types,"['sniper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,snipers3,10.0,16.0,4.0,1,117,1,soldier_9,squad_with1types,"['sniper3', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
rus_guard,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,smgs,9.25,9.25,9.25,4,446,0,squad_2,squad_with4types,"['armor_squadleader', '1']","['armor_rifle', '10']","['armor_rifle_grenadier', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,riflemans,9.25,9.25,9.25,4,449,0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '7']","['rifle_grenadier', '1']","['mgun', '1']","['mgun_asst', '1']","['rifle_at', '1']",['n/a'],['n/a'],['n/a']
usa,riflemans_bar,9.5,10.0,9.5,4,450,0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '4']","['rifle_grenadier', '2']","['mgun', '2']","['mgun_asst', '2']","['bazooker', '1']",['n/a'],['n/a'],['n/a']
usa,riflemans_assault,9.25,9.25,9.25,4,449,0,squad_3,squad_with6types,"['squadleader', '1']","['rifle', '5']","['rifle_grenadier', '3']","['mgun', '1']","['mgun_asst', '1']","['rifle_at', '1']",['n/a'],['n/a'],['n/a']
usa,mech_armor_rifles,7.75,7.75,7.75,3,373,72,squad_33,squad_with5types_vehicle,"['armor_rifle', '7']","['armor_squadleader', '1']","['armor_rifle_grenadier', '1']","['armor_mgun', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,engineers,9.25,9.25,9.25,4,447,0,squad_31,squad_with8types,"['engineer_squadleader', '1']","['engineer_grenadier', '2']","['engineer_at', '1']","['engineer_flamer', '1']","['engineer', '4']","['engineer2', '1']","['engineer3', '1']","['engineer4', '1']",['n/a']
usa,specialinf,9.75,9.75,9.75,5,589,0,squad_6,squad_with6types,"['elite4_sgt', '1']","['elite5', '4']","['elite5_grenadier', '1']","['elite6', '3']","['elite6_asst', '3']","['marine_shotgun', '1']",['n/a'],['n/a'],['n/a']
usa,elites,14.5,14.5,14.5,6,622,0,squad_5,squad_with9types,"['elite_sgt', '1']","['elite', '2']","['elitec', '1']","['eliteb', '3']","['elite_grenadier', '1']","['elite3', '1']","['elite3_asst', '1']","['elite3b', '1']","['elite3b_asst', '1']"
usa,elites_drop,14.5,14.5,14.5,6,622,0,squad_5,squad_with9types_vehicle,"['elite_sgt', '1']","['elite', '2']","['elitec', '1']","['eliteb', '3']","['elite_grenadier', '1']","['elite3', '1']","['elite3_asst', '1']","['elite3b', '1']","['elite3b_asst', '1']"
usa,elites_101st,21.0,21.0,21.0,7,769,0,squad_5,squad_with9types,"['elite_101st_para_sgt', '1']","['elite_101st_para', '1']","['elite_101st_parab', '2']","['elite_101st_para_grenadier', '1']","['elite_101st_para3', '2']","['elite_101st_para3_asst', '2']","['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para4', '1']"
usa,elites_101st_drop,21.0,21.0,21.0,7,769,0,squad_5,squad_with9types_vehicle,"['elite_101st_para_sgt', '1']","['elite_101st_para', '1']","['elite_101st_parab', '2']","['elite_101st_para_grenadier', '1']","['elite_101st_para3', '2']","['elite_101st_para3_asst', '2']","['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para4', '1']"
usa,paramarines,18.0,18.0,18.0,7,701,0,squad_5,squad_with8types,"['paramarine_sgt', '1']","['paramarine2', '1']","['paramarine', '1']","['paramarineb', '3']","['paramarine_grenadier', '1']","['paramarine3', '2']","['paramarine3_asst', '2']","['paramarine_boys', '1']",['n/a']
usa,paramarines_drop,n/a,n/a,n/a,6,643,0,squad_5,squad_with7types_vehicle,"['paramarine_sgt', '1']","['paramarine2', '1']","['paramarine', '1']","['paramarineb', '3']","['paramarine_grenadier', '1']","['paramarine3', '2']","['paramarine3_asst', '2']","['paramarineb_boys_at', '1']",['n/a']
usa,stormtroopers,16.0,16.0,16.0,7,753,0,squad_5,squad_with8types,"['sturmovik_sgt', '1']","['sturmovik', '1']","['sturmovik2', '2']","['sturmovik2_asst', '2']","['sturmovik5', '1']","['sturmovik4', '2']","['sturmovik_grenadier', '1']","['sturmovik4b', '2']",['n/a']
usa,stormtroopers_assault,16.25,16.25,16.25,7,747,0,squad_5,squad_with7types,"['sturmovik_sgt', '1']","['sturmovik1', '2']","['sturmovik2', '1']","['sturmovik4', '5']","['sturmovik_grenadier', '1']","['sturmovik6_mg', '1']","['sturmovik6b', '1']",['n/a'],['n/a']
usa,stormtroopers_heavy,15.75,15.75,15.75,7,758,0,squad_5,squad_with8types,"['sturmovik_sgt', '1']","['sturmovik', '2']","['sturmovik2', '2']","['sturmovik5', '2']","['sturmovik4', '2']","['sturmovik_grenadier', '1']","['sturmovik4b', '1']","['sturmovik_sniper', '1']",['n/a']
usa,devils_brigade,18.0,18.0,18.0,7,706,7,squad_5,squad_with6types,"['devil_brigade_sl', '1']","['devil_brigade_demo', '3']","['devil_brigade_radio', '1']","['devil_brigade_grenadier', '2']","['devil_brigade_mg', '1']","['devil_brigade_rifle', '4']",['n/a'],['n/a'],['n/a']
N/A,N/A,0,0,0,380,N/A,N/A,squad_5,vb3,['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,ap_miners,4.0,4.0,4.0,1,147,1,squad_7,squad_with1types,"['ap_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,at_miners,4.0,4.0,4.0,1,147,1,squad_8,squad_with1types,"['at_miner', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,sappers,2.0,2.0,2.0,0,73,0,squad_9,squad_with1types,"['saper', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,vehic_supporter,1.0,4.0,0.5,0,75,0,soldier_3,squad_with1types,"['vehicle_supporter', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,tankmans,1.5,7.0,1.5,1,165,2,soldier_3,squad_with2types,"['tankman2', '1']","['tankman', '4']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite_tankmans,0.5,2.2,0.5,0,37,0,soldier_3,squad_with1types,"['vet_tankman2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,riflemans2,0.75,0.75,0.75,0,36,0,soldier_1,squad_with1types,"['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,rifle3,0.5,0.5,0.5,0,36,0,soldier_sa,squad_with1types,"['rifle3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,smgs2,0.75,0.75,0.75,0,36,0,soldier_2,squad_with1types,"['smg', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,shotguns,1.0,1.0,1.0,0,42,0,soldier_4,squad_with1types,"['marine_shotgun', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,bazookers,2.0,3.0,2.0,0,73,0,soldier_5,squad_with2types,"['bazooker', '1']","['bazooker2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,stormtrooper5,2.5,2.5,2.5,1,128,0,soldier_5,squad_with2types,"['sturmovik5', '1']","['sturmovik5b', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,stormtrooper_at,1.25,1.25,1.25,0,64,0,soldier_5,squad_with1types,"['sturmovik3', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,mgs2,2.25,2.25,2.25,1,111,0,soldier_6,squad_with3types,"['mgun', '1']","['mgun_asst', '1']","['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,mg2,2.25,2.25,2.25,1,110,0,soldier_6,squad_with3types,"['mgun2', '1']","['mgun2_asst', '1']","['rifle', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite3,3.5,3.5,3.5,1,165,1,squad_4,squad_with3types,"['elite3', '1']","['elite3_asst', '1']","['eliteb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite6,2.5,2.5,2.5,1,184,1,squad_4,squad_with3types,"['elite6', '1']","['elite6_asst', '1']","['elite5', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite_101st_para3,5.25,5.25,5.25,1,192,1,squad_4,squad_with3types,"['elite_101st_para3', '1']","['elite_101st_para3_asst', '1']","['elite_101st_para', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,stormtrooper6,5.75,5.75,5.75,2,239,2,squad_4,squad_with3types,"['sturmovik6', '1']","['sturmovik2_asst', '1']","['sturmovik1', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite3b,3.75,3.75,3.75,1,143,1,squad_4,squad_with3types,"['elite3b', '1']","['elite3b_asst', '1']","['eliteb', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,paramarine3,6.0,6.0,6.0,2,233,2,squad_4,squad_with3types,"['paramarine3', '1']","['paramarine3_asst', '1']","['paramarineb', '2']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,elite_101st_para3b,5.25,5.25,5.25,1,192,1,squad_4,squad_with3types,"['elite_101st_para3b', '1']","['elite_101st_para3b_asst', '1']","['elite_101st_para', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,flamers,2.0,2.0,2.0,0,73,0,soldier_8,squad_with2types,"['flamer', '1']","['flamer2', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,snipers,5.0,8.0,2.0,0,58,0,soldier_9,squad_with1types,"['sniper', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,officers,-10.0,20.0,10.0,0,49,0,soldier_10,squad_with1types,"['oficer', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,radioman_mortar,5.0,20.0,1.0,0,39,0,radio_1,squad_with1types,"['radioman_mortar', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,radioman_105,n/a,n/a,n/a,0,36,0,radio_1,squad_with1types,"['radioman_105', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,radioman_155,n/a,n/a,n/a,0,36,0,radio_1,squad_with1types,"['radioman_155', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
usa,radioman_240,5.0,20.0,1.0,0,39,0,radio_1,squad_with1types,"['radioman_240', '1']",['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a'],['n/a']
